,Gene/Region,GRCh38,"HI Score","TS Score",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
R,"11q13.4 population region (DGV_Gold_Standard_June_2021_gssvL19865)",11:72139602-72178286,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"11q11 population region (DGV_Gold_Standard_June_2021_gssvL19045)",11:55666777-55676508,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"11q11 population region (DGV_Gold_Standard_June_2021_gssvL19042)",11:55678233-55690300,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"10q22.1 population region (DGV_Gold_Standard_June_2021_gssvL13249)",10:69523150-69531336,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"10q22.1 population region (DGV_Gold_Standard_June_2021_gssvL13247)",10:69521059-69531547,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"10q11.22 population region (DGV_Gold_Standard_June_2021_gssvL12112)",10:47502722-47586882,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"10q11.23 population region (DGV_Gold_Standard_June_2021_gssvL12109)",10:50101946-50240976,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"10q11.22 population region (DGV_Gold_Standard_June_2021_gssvL12105)",10:47074765-47282602,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"10p12.1 population region (DGV_Gold_Standard_June_2021_gssvL11273)",10:27349327-27353251,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"10p13 population region (DGV_Gold_Standard_June_2021_gssvL10668)",10:13217247-13218742,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"9p12 population region (DGV_Gold_Standard_June_2021_gssvL130637)",9:61230528-61334753,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"9p12 population region (DGV_Gold_Standard_June_2021_gssvL130619)",9:66946498-67116738,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"9q31.1 population region (DGV_Gold_Standard_June_2021_gssvL132495)",9:104600434-104606341,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7q36.1 population region (DGV_Gold_Standard_June_2021_gssvL119849)",7:150589058-150610821,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7q35 population region (DGV_Gold_Standard_June_2021_gssvL119429)",7:144183522-144378826,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7q22.1 population region (DGV_Gold_Standard_June_2021_gssvL117874)",7:102328550-102381792,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7q34 population region (DGV_Gold_Standard_June_2021_gssvL119381)",7:142753425-142767072,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7q34 population region (DGV_Gold_Standard_June_2021_gssvL119380)",7:142752325-142774385,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7q34 population region (DGV_Gold_Standard_June_2021_gssvL119369)",:-,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7q34 population region (DGV_Gold_Standard_June_2021_gssvL119360)",:-,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7q11.23 population region (DGV_Gold_Standard_June_2021_gssvL116711)",7:74963584-75065983,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7q11.21 population region (DGV_Gold_Standard_June_2021_gssvL116036)",7:63502788-63519014,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7q11.21 population region (DGV_Gold_Standard_June_2021_gssvL115987)",7:63226937-63263270,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7p11.2 population region (DGV_Gold_Standard_June_2021_gssvL115697)",7:56995057-57020978,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7p14.1 population region (DGV_Gold_Standard_June_2021_gssvL115094)",7:38346962-38358142,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"7p22.1 population region (DGV_Gold_Standard_June_2021_gssvL113541)",7:6861142-6883612,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"6p25.3 population region (DGV_Gold_Standard_June_2021_gssvL104460)",6:83824-202184,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"6p21.32 population region (DGV_Gold_Standard_June_2021_gssvL106271)",6:32659773-32680646,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"6p21.32 population region (DGV_Gold_Standard_June_2021_gssvL106269)",6:32549059-32573916,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"6p21.32 population region (DGV_Gold_Standard_June_2021_gssvL106264)",6:32508079-32546462,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"6p22.1 population region (DGV_Gold_Standard_June_2021_gssvL105927)",6:29869423-29881496,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"6p22.1 population region (DGV_Gold_Standard_June_2021_gssvL105924)",6:29924783-29938057,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"5q22.1 population region (DGV_Gold_Standard_June_2021_gssvL101506)",5:111570233-111575342,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"5q35.3 population region (DGV_Gold_Standard_June_2021_gssvL104429)",5:181164001-181169624,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"5q35.3 population region (DGV_Gold_Standard_June_2021_gssvL104164)",5:178921351-178926193,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"5q31.3 population region (DGV_Gold_Standard_June_2021_gssvL102648)",5:140717182-140724468,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"4p16.1 population region (DGV_Gold_Standard_June_2021_gssvL88361)",4:9485260-9514441,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"4p11 population region (DGV_Gold_Standard_June_2021_gssvL90109)",4:49175172-49247858,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"4q13.2 population region (DGV_Gold_Standard_June_2021_gssvL90978)",4:69269114-69404673,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"4q13.3 population region (DGV_Gold_Standard_June_2021_gssvL91223)",4:74416911-74457464,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"3p12.3 population region (DGV_Gold_Standard_June_2021_gssvL82434)",3:75518194-75532541,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"3p12.3 population region (DGV_Gold_Standard_June_2021_gssvL82397)",3:75373756-75595473,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"3q29 population region (DGV_Gold_Standard_June_2021_gssvL86947)",3:195653407-195742693,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"3q25.31 population region (DGV_Gold_Standard_June_2021_gssvL85294)",3:155760377-155780857,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"3q11.2 population region (DGV_Gold_Standard_June_2021_gssvL83307)",3:98168648-98200490,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"3q11.2 population region (DGV_Gold_Standard_June_2021_gssvL83303)",3:98159451-98204582,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2q37.3 population region (DGV_Gold_Standard_June_2021_gssvL70815)",2:241930711-242070030,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2q21.1 population region (DGV_Gold_Standard_June_2021_gssvL66075)",2:130036309-130065676,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64514)",2:90121435-90124718,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64458)",2:90005627-90022201,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64445)",2:90210510-90237066,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64421)",2:89159760-89213455,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64418)",2:90005741-90063995,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2p11.2 population region (DGV_Gold_Standard_June_2021_gssvL64414)",2:89967024-90013408,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q44 population region (DGV_Gold_Standard_June_2021_gssvL8958)",1:248592354-248595177,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q44 population region (DGV_Gold_Standard_June_2021_gssvL8766)",1:248593579-248634508,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q41 population region (DGV_Gold_Standard_June_2021_gssvL7905)",1:222199866-222208120,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q24.2 population region (DGV_Gold_Standard_June_2021_gssvL5980)",1:168055320-168056494,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q23.3 population region (DGV_Gold_Standard_June_2021_gssvL5778)",1:161600533-161628390,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.3 population region (DGV_Gold_Standard_June_2021_gssvL5433)",1:152582450-152602872,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.2 population region (DGV_Gold_Standard_June_2021_gssvL5166)",1:143713202-143723502,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.2 population region (DGV_Gold_Standard_June_2021_gssvL5133)",1:143657400-143709403,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.2 population region (DGV_Gold_Standard_June_2021_gssvL5122)",1:148383996-148441436,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p31.3 population region (DGV_Gold_Standard_June_2021_gssvL3013)",1:64374229-64386185,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p31.3 population region (DGV_Gold_Standard_June_2021_gssvL2940)",1:62188989-62191539,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.12 population region (DGV_Gold_Standard_June_2021_gssvL1420)",1:21986630-22009219,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.13 population region (DGV_Gold_Standard_June_2021_gssvL1195)",1:16682950-16686282,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL1109)",1:15826172-15829022,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL1108)",1:15825195-15829107,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL905)",1:12839542-12864430,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL891)",1:12826782-12882210,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (DGV_Gold_Standard_June_2021_gssvL889)",1:13366389-13447984,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"4q13.2 population region (gnomAD-SV_v2.1_DEL_4_46398)",4:69258281-69305582,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"4q13.2 population region (gnomAD-SV_v2.1_DEL_4_46396)",4:69257932-69366619,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"3p12.3 population region (gnomAD-SV_v2.1_DEL_3_33722)",3:75718848-75746849,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2q21.2 population region (gnomAD-SV_v2.1_DEL_2_22275)",2:131762426-131771427,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22163)",2:130655226-130672427,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22156)",2:130491326-130497027,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22155)",2:130479426-130484427,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22135)",2:130197365-130199814,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2q21.1 population region (gnomAD-SV_v2.1_DEL_2_22133)",2:130196426-130201427,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"2p11.2 population region (gnomAD-SV_v2.1_DEL_2_19888)",2:87015076-87026477,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q44 population region (gnomAD-SV_v2.1_DEL_1_13898)",1:248643398-248656424,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q44 population region (gnomAD-SV_v2.1_DEL_1_13890)",1:248574698-248580699,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q44 population region (gnomAD-SV_v2.1_DEL_1_13889)",1:248567698-248634899,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q44 population region (gnomAD-SV_v2.1_DEL_1_13888)",1:248565698-248579699,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q44 population region (gnomAD-SV_v2.1_DEL_1_13885)",1:248549153-248594102,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q25.2 population region (gnomAD-SV_v2.1_DEL_1_9549)",1:179486462-179489161,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q23.3 population region (gnomAD-SV_v2.1_DEL_1_8646)",1:161559468-161641133,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.3 population region (gnomAD-SV_v2.1_DEL_1_8087)",1:152788043-152798615,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.3 population region (gnomAD-SV_v2.1_DEL_1_8075)",1:152583065-152615264,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7863)",1:143902073-143911524,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7859)",1:143874448-143938649,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7798)",1:120900178-120910679,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7795)",1:148459777-148510778,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7781)",1:148087722-148158223,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.2 population region (gnomAD-SV_v2.1_DEL_1_7778)",1:147961367-147982768,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1q21.1 population region (gnomAD-SV_v2.1_DEL_1_7699)",1:147017931-147080932,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p13.3 population region (gnomAD-SV_v2.1_DEL_1_7022)",1:109687572-109711959,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p13.3 population region (gnomAD-SV_v2.1_DEL_1_6959)",1:108380727-108453478,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1100)",1:13040162-13049863,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1094)",1:12929369-12939070,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1089)",1:12890169-12906170,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.21 population region (gnomAD-SV_v2.1_DEL_1_1085)",1:12836571-12870422,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.33 population region (gnomAD-SV_v2.1_DEL_1_195)",1:1709560-1715561,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"1p36.33 population region (gnomAD-SV_v2.1_DEL_1_11)",1:455336-493087,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/06/2021
R,"16p13.12 population region (gnomAD-SV_v2.1_DEL_16_152600)",16:14689142-14759293,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"16p13.12 population region (gnomAD-SV_v2.1_DEL_16_152599)",16:14688342-14711143,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"16p13.3 population region (gnomAD-SV_v2.1_DEL_16_151010)",:-,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"15q14 population region (gnomAD-SV_v2.1_DEL_15_146739)",15:34434156-34580684,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"15q14 population region (gnomAD-SV_v2.1_DEL_15_146738)",15:34417925-34564356,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146625)",15:32572798-32605799,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146614)",15:32482798-32487799,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146612)",15:32451798-32462899,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146609)",15:32400798-32405799,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146453)",15:30140795-30590897,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146428)",15:30089745-30146297,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"15q11.2 population region (gnomAD-SV_v2.1_DEL_15_145837)",15:20836720-20850971,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"15q11.2 population region (gnomAD-SV_v2.1_DEL_15_145826)",15:20523935-20540286,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"14q11.2 population region (gnomAD-SV_v2.1_DEL_14_140616)",14:23998790-24004791,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"12q12 population region (gnomAD-SV_v2.1_DEL_12_127735)",12:40480964-40482622,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"12p11.23 population region (gnomAD-SV_v2.1_DEL_12_126677)",12:27495208-27502230,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"12p13.2 population region (gnomAD-SV_v2.1_DEL_12_125610)",12:11073400-11098001,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"12p13.2 population region (gnomAD-SV_v2.1_DEL_12_125568)",12:10429000-10435076,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"12p13.2 population region (gnomAD-SV_v2.1_DEL_12_125567)",12:10428945-10444404,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"11q14.3 population region (gnomAD-SV_v2.1_DEL_11_121860)",11:90029831-90050232,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"11q11 population region (gnomAD-SV_v2.1_DEL_11_119564)",11:55596799-55676539,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"11q11 population region (gnomAD-SV_v2.1_DEL_11_119505)",11:55264126-55271064,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/09/2021
R,"11p15.4 population region (gnomAD-SV_v2.1_DEL_11_116241)",11:7789628-7811831,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/10/2021
R,"11p15.4 population region (gnomAD-SV_v2.1_DEL_11_116124)",11:5852758-5862263,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/10/2021
R,"11p15.4 population region (gnomAD-SV_v2.1_DEL_11_116046)",11:4946516-4955428,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/10/2021
R,"10q22.3 population region (gnomAD-SV_v2.1_DEL_10_112166)",10:79844743-79851044,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/10/2021
